id	symbol	synonyms	left_end_pos	right_end_pos	direction	rna_ids	is_metabolic_biocyc
G7457	mltA	"[""mltA"", ""ygdM"", ""mlt"", ""b2813"", ""ECK2809""]"	2946081.0	2947178.0	-	"[""G7457_RNA""]"	False
G7458	amiC	"[""amiC"", ""ygdN"", ""b2817"", ""ECK2813""]"	2947757.0	2949010.0	-	"[""G7458_RNA""]"	False
G7459	rppH	"[""rppH"", ""ygdP"", ""nudH"", ""b2830"", ""ECK2826""]"	2968447.0	2968977.0	-	"[""G7459_RNA""]"	False
G7460	ygdQ	"[""ygdQ"", ""b2832"", ""ECK2828""]"	2970420.0	2971133.0	+	"[""G7460_RNA""]"	False
G7461	ygdR	"[""ygdR"", ""b2833"", ""ECK2829""]"	2971271.0	2971489.0	+	"[""G7461_RNA""]"	False
G7462	tas	"[""tas"", ""ygdS"", ""b2834"", ""ECK2830""]"	2971597.0	2972637.0	+	"[""G7462_RNA""]"	False
G7463	kduI	"[""kduI"", ""yqeE"", ""b2843"", ""ECK2841""]"	2983288.0	2984124.0	-	"[""G7463_RNA""]"	False
G7464	yqeF	"[""yqeF"", ""b2844"", ""ECK2842""]"	2984411.0	2985592.0	-	"[""G7464_RNA""]"	False
G7465	yqeG	"[""yqeG"", ""b2845"", ""ECK2843""]"	2985847.0	2987076.0	+	"[""G7465_RNA""]"	False
G7466	yqeH	"[""yqeH"", ""b2846"", ""ECK2844""]"	2987536.0	2988168.0	+	"[""G7466_RNA""]"	False
G7467	yqeI	"[""yqeI"", ""b2847"", ""ECK2845""]"	2988502.0	2989311.0	+	"[""G7467_RNA""]"	False
G7468	yqeJ	"[""yqeJ"", ""b2848"", ""ECK2846""]"	2989304.0	2989786.0	+	"[""G7468_RNA""]"	False
G7469	yqeK	"[""yqeK"", ""b2849"", ""ECK2847""]"	2989935.0	2990360.0	-	"[""G7469_RNA""]"	False
G7470	ygeF	"[""ygeF"", ""b2850"", ""ECK2848""]"	2990554.0	2991043.0	+	"[""G7470_RNA""]"	False
G7471	ygeG	"[""ygeG"", ""b2851"", ""ECK2849""]"	2991268.0	2991759.0	+	"[""G7471_RNA""]"	False
G7472	ygeH	"[""ygeH"", ""b2852"", ""ECK2850""]"	2992094.0	2993470.0	+	"[""G7472_RNA""]"	False
G7473	ygeI	"[""ygeI"", ""b2853"", ""ECK2851""]"	2993638.0	2993856.0	+	"[""G7473_RNA""]"	False
G7474	pbl	"[""pbl"", ""ygeJ"", ""b2854"", ""ECK2852""]"	2993939.0	2994441.0	+	"[""G7474_RNA""]"	False
G7475	ygeK	"[""ygeK"", ""b2855"", ""ECK2853""]"	2994460.0	2994903.0	-	"[""G7475_RNA""]"	False
G7476	ygeL	"[""ygeL"", ""b2856"", ""ECK2854""]"	2994937.0	2995092.0	-	"[""G7476_RNA""]"	False
G7478	ygeN	"[""ygeN"", ""ygeM"", ""b2857"", ""ECK2856"", ""b2858"", ""ECK2855""]"	2995314.0	2996020.0	-	"[""G7478_RNA""]"	False
G7479	ygeO	"[""ygeO"", ""b2859"", ""ECK2857""]"	2995962.0	2996360.0	-	"[""G7479_RNA""]"	False
G7480	insD4	"[""insD4"", ""yi22-4"", ""b2860"", ""ECK0358""]"	2996372.0	2997277.0	-	"[""G7480_RNA""]"	False
G7481	insC4	"[""insC4"", ""yi21-4"", ""b2861"", ""ECK0357""]"	2997235.0	2997600.0	-	"[""G7481_RNA""]"	False
G7482	ygeP	"[""ygeP"", ""b2862"", ""ECK2858""]"	2997689.0	2997988.0	-	"[""G7482_RNA""]"	False
G7483	ygeQ	"[""ygeQ"", ""b2863"", ""ECK2859""]"	2998034.0	2998828.0	-	"[""G7483_RNA""]"	False
G7484	actS	"[""actS"", ""ygeR"", ""b2865"", ""ECK2861""]"	2999136.0	2999891.0	-	"[""G7484_RNA""]"	False
G7485	xdhA	"[""xdhA"", ""ygeS"", ""b2866"", ""ECK2862""]"	3000345.0	3002603.0	+	"[""G7485_RNA""]"	False
G7486	xdhB	"[""xdhB"", ""ygeT"", ""b2867"", ""ECK2863""]"	3002614.0	3003492.0	+	"[""G7486_RNA""]"	False
G7487	xdhC	"[""xdhC"", ""ygeU"", ""b2868"", ""ECK2864""]"	3003489.0	3003968.0	+	"[""G7487_RNA""]"	False
G7488	ygeV	"[""ygeV"", ""b2869"", ""ECK2865""]"	3004008.0	3005786.0	-	"[""G7488_RNA""]"	False
G7489	ygeW	"[""ygeW"", ""b2870"", ""ECK2866""]"	3006262.0	3007452.0	+	"[""G7489_RNA""]"	False
G7490	ygeX	"[""ygeX"", ""b2871"", ""ECK2867""]"	3007510.0	3008706.0	+	"[""G7490_RNA""]"	False
G7491	ygeY	"[""ygeY"", ""b2872"", ""ECK2868""]"	3008764.0	3009975.0	+	"[""G7491_RNA""]"	False
G7492	hyuA	"[""hyuA"", ""ygeZ"", ""b2873"", ""ECK2869""]"	3010028.0	3011413.0	+	"[""G7492_RNA""]"	False
G7493	yqeA	"[""yqeA"", ""b2874"", ""ECK2870""]"	3011461.0	3012393.0	+	"[""G7493_RNA""]"	False
G7494	yqeB	"[""yqeB"", ""b2875"", ""ECK2871""]"	3012614.0	3014239.0	-	"[""G7494_RNA""]"	False
G7495	yqeC	"[""yqeC"", ""b2876"", ""ECK2872""]"	3014287.0	3015057.0	-	"[""G7495_RNA""]"	False
G7496	mocA	"[""mocA"", ""ygfJ"", ""b2877"", ""ECK2873""]"	3015160.0	3015738.0	+	"[""G7496_RNA""]"	False
G7497	ygfK	"[""ygfK"", ""b2878"", ""ECK2874""]"	3016060.0	3019158.0	+	"[""G7497_RNA""]"	False
G7498	ssnA	"[""ssnA"", ""ygfL"", ""b2879"", ""ECK2875""]"	3019161.0	3020489.0	+	"[""G7498_RNA""]"	False
G7499	ygfM	"[""ygfM"", ""b2880"", ""ECK2876""]"	3020540.0	3021319.0	+	"[""G7499_RNA""]"	False
G7500	xdhD	"[""xdhD"", ""ygfN"", ""b2881"", ""ECK2877""]"	3021316.0	3024186.0	+	"[""G7500_RNA""]"	False
G7501	xanQ	"[""xanQ"", ""ygfO"", ""b2882"", ""ECK2878""]"	3024351.0	3025751.0	+	"[""G7501_RNA""]"	False
G7502	guaD	"[""guaD"", ""ygfP"", ""b2883"", ""ECK2879""]"	3025766.0	3027085.0	+	"[""G7502_RNA""]"	False
G7503	ghxQ	"[""ghxQ"", ""b2885"", ""ygfR"", ""b2884"", ""ygfQ"", ""b4464"", ""ECK2880""]"	3027121.0	3028488.0	+	"[""G7503_RNA""]"	False
G7505	ygfS	"[""ygfS"", ""b2886"", ""ECK2881""]"	3028524.0	3029012.0	-	"[""G7505_RNA""]"	False
G7506	ygfT	"[""ygfT"", ""b2887"", ""ECK2882""]"	3029012.0	3030931.0	-	"[""G7506_RNA""]"	False
G7507	uacT	"[""uacT"", ""ygfU"", ""b2888"", ""ECK2883""]"	3031367.0	3032815.0	+	"[""G7507_RNA""]"	False
G7508	idi	"[""idi"", ""ygfV"", ""b2889"", ""ECK2884""]"	3033065.0	3033613.0	+	"[""G7508_RNA""]"	False
G7509	ygfX	"[""ygfX"", ""cptA"", ""b2896"", ""ECK2891""]"	3040416.0	3040823.0	-	"[""G7509_RNA""]"	False
G7510	sdhE	"[""sdhE"", ""ygfY"", ""cptB"", ""b2897"", ""ECK2892""]"	3040804.0	3041070.0	-	"[""G7510_RNA""]"	False
G7511	ygfZ	"[""ygfZ"", ""yzzW"", ""b2898"", ""ECK2893""]"	3041313.0	3042293.0	+	"[""G7511_RNA""]"	False
G7512	trhA	"[""trhA"", ""yqfA"", ""b2899"", ""ECK2894""]"	3042489.0	3043148.0	-	"[""G7512_RNA""]"	False
G7513	yqfB	"[""yqfB"", ""b2900"", ""ECK2895""]"	3043312.0	3043623.0	-	"[""G7513_RNA""]"	False
G7514	ygfF	"[""ygfF"", ""yqfD"", ""b2902"", ""ECK2897""]"	3045158.0	3045901.0	-	"[""G7514_RNA""]"	False
G7515	yqfE	"[""yqfE"", ""b2915"", ""ECK2911""]"	3059381.0	3059611.0	-	"[""G7515_RNA""]"	False
G7516	scpB	"[""scpB"", ""ygfG"", ""b2919"", ""ECK2915""]"	3063993.0	3064778.0	+	"[""G7516_RNA""]"	False
G7517	scpC	"[""scpC"", ""ygfH"", ""b2920"", ""ECK2916""]"	3064802.0	3066280.0	+	"[""G7517_RNA""]"	False
G7518	srsR	"[""srsR"", ""ygfI"", ""b2921"", ""ECK2917""]"	3066277.0	3067173.0	-	"[""G7518_RNA""]"	False
G7520	yggP	"[""yggP"", ""b2931"", ""b2932"", ""b4465"", ""ECK2927""]"	3076179.0	3077456.0	-	"[""G7520_RNA""]"	False
G7521	yqgB	"[""yqgB"", ""b2939"", ""ECK2934""]"	3085920.0	3086051.0	-	"[""G7521_RNA""]"	False
G7522	yqgC	"[""yqgC"", ""b2940"", ""ECK2935""]"	3086187.0	3086402.0	+	"[""G7522_RNA""]"	False
G7523	yqgD	"[""yqgD"", ""b2941"", ""ECK2936""]"	3086399.0	3086650.0	-	"[""G7523_RNA""]"	False
G7524	yqgE	"[""yqgE"", ""b2948"", ""ECK2943""]"	3092937.0	3093500.0	+	"[""G7524_RNA""]"	False
G7525	yqgF	"[""yqgF"", ""b2949"", ""ECK2944""]"	3093500.0	3093916.0	+	"[""G7525_RNA""]"	False
G7526	yggR	"[""yggR"", ""b2950"", ""ECK2945""]"	3094100.0	3095080.0	-	"[""G7526_RNA""]"	False
G7527	yggS	"[""yggS"", ""b2951"", ""ECK2946""]"	3095098.0	3095802.0	+	"[""G7527_RNA""]"	False
G7528	yggT	"[""yggT"", ""b2952"", ""ECK2947""]"	3095820.0	3096386.0	+	"[""G7528_RNA""]"	False
G7529	yggU	"[""yggU"", ""b2953"", ""ECK2948""]"	3096383.0	3096673.0	+	"[""G7529_RNA""]"	False
G7530	rdgB	"[""rdgB"", ""yggV"", ""b2954"", ""ECK2949""]"	3096681.0	3097274.0	+	"[""G7530_RNA""]"	False
G7531	hemW	"[""hemW"", ""yggW"", ""b2955"", ""ECK2950""]"	3097267.0	3098403.0	+	"[""G7531_RNA""]"	False
G7532	yggX	"[""yggX"", ""b2962"", ""ECK2957""]"	3104093.0	3104368.0	+	"[""G7532_RNA""]"	False
G7533	mltC	"[""mltC"", ""yggZ"", ""b2963"", ""ECK2958""]"	3104433.0	3105512.0	+	"[""G7533_RNA""]"	False
G7534	yqgA	"[""yqgA"", ""b2966"", ""ECK2961""]"	3109553.0	3110260.0	+	"[""G7534_RNA""]"	False
G7535	yghD	"[""yghD"", ""ecfC"", ""b2968"", ""ECK2963""]"	3110590.0	3111126.0	-	"[""G7535_RNA""]"	False
G7536	yghE	"[""yghE"", ""ecfB"", ""b2969"", ""ECK2964""]"	3111128.0	3111988.0	-	"[""G7536_RNA""]"	False
G7537	yghF	"[""yghF"", ""ecfA"", ""b2970"", ""ECK2965""]"	3112054.0	3113049.0	-	"[""G7537_RNA""]"	False
G7538	yghG	"[""yghG"", ""gspS<sub>&beta;</sub>"", ""b2971"", ""ECK2966""]"	3113067.0	3113477.0	-	"[""G7538_RNA""]"	False
G7539	pppA	"[""pppA"", ""yghH"", ""b2972"", ""ECK2967""]"	3113543.0	3114352.0	-	"[""G7539_RNA""]"	False
G7541	yghJ	"[""yghJ"", ""b2974"", ""b2973"", ""sslE"", ""b4466"", ""ECK2968""]"	3114550.0	3119112.0	-	"[""G7541_RNA""]"	False
G7542	glcA	"[""glcA"", ""yghK"", ""b2975"", ""ECK2969""]"	3119597.0	3121279.0	-	"[""G7542_RNA""]"	False
G7543	glcG	"[""glcG"", ""yghC"", ""b2977"", ""ECK2971""]"	3123827.0	3124231.0	-	"[""G7543_RNA""]"	False
G7544	glcE	"[""glcE"", ""yghL"", ""gox"", ""b2978"", ""b4468"", ""ECK2973""]"	3125470.0	3126522.0	-	"[""G7544_RNA""]"	False
G7545	glcD	"[""glcD"", ""yghM"", ""gox"", ""b2979"", ""ECK2974""]"	3126522.0	3128021.0	-	"[""G7545_RNA""]"	False
G7546	glcC	"[""glcC"", ""yghN"", ""b2980"", ""ECK2975""]"	3128272.0	3129036.0	+	"[""G7546_RNA""]"	False
G7547	yghO	"[""yghO"", ""b2981"", ""ECK2976""]"	3129043.0	3130215.0	-	"[""G7547_RNA""]"	False
G7548	insH9	"[""insH9"", ""trs5-9"", ""yi52_9"", ""b2982"", ""ECK0261""]"	3130214.0	3131194.0	+	"[""G7548_RNA""]"	False
G7549	yghQ	"[""yghQ"", ""b2983"", ""ECK2977""]"	3131341.0	3132408.0	-	"[""G7549_RNA""]"	False
G7550	yghR	"[""yghR"", ""b2984"", ""ECK2978""]"	3132454.0	3133212.0	-	"[""G7550_RNA""]"	False
G7551	yghS	"[""yghS"", ""b2985"", ""ECK2979""]"	3133244.0	3133957.0	-	"[""G7551_RNA""]"	False
G7552	yghT	"[""yghT"", ""b2986"", ""ECK2980""]"	3134131.0	3134823.0	+	"[""G7552_RNA""]"	False
G7553	yghU	"[""yghU"", ""b2989"", ""ECK2983""]"	3138727.0	3139593.0	+	"[""G7553_RNA""]"	False
G7554	hybO	"[""hybO"", ""yghV"", ""b2997"", ""ECK2991""]"	3145143.0	3146261.0	-	"[""G7554_RNA""]"	False
G7555	yghW	"[""yghW"", ""b2998"", ""ECK2992""]"	3146450.0	3146737.0	-	"[""G7555_RNA""]"	False
G7557	yghX	"[""yghX"", ""b2999"", ""yghY"", ""b3000"", ""ECK2994"", ""orf_f136"", ""b4658"", ""ECK2993""]"	3146856.0	3147691.0	-	"[""G7557_RNA""]"	False
G7558	gpr	"[""gpr"", ""mgrA"", ""yghZ"", ""b3001"", ""ECK2995""]"	3147897.0	3148937.0	+	"[""G7558_RNA""]"	False
G7559	yqhA	"[""yqhA"", ""b3002"", ""ECK2996""]"	3148977.0	3149471.0	-	"[""G7559_RNA""]"	False
G7561		"[""b3004""]"	3150722.0	3150967.0	+	"[""G7561_RNA""]"	False
G7562		"[""b3007""]"	3151977.0	3152132.0	-	"[""G7562_RNA""]"	False
G7563	yqhC	"[""yqhC"", ""b3010"", ""ECK3002""]"	3154262.0	3155218.0	-	"[""G7563_RNA""]"	False
G7564	yqhD	"[""yqhD"", ""b3011"", ""ECK3003""]"	3155355.0	3156518.0	+	"[""G7564_RNA""]"	False
G7565	dkgA	"[""dkgA"", ""yqhE"", ""b3012"", ""ECK3004""]"	3156623.0	3157450.0	+	"[""G7565_RNA""]"	False
G7566	yqhG	"[""yqhG"", ""yqhF"", ""b3013"", ""ECK3005""]"	3157650.0	3158576.0	+	"[""G7566_RNA""]"	False
G7567	yqhH	"[""yqhH"", ""b3014"", ""ECK3006""]"	3158627.0	3158884.0	+	"[""G7567_RNA""]"	False
G7568	ygiQ	"[""ygiQ"", ""ygiR"", ""b3016"", ""b3015"", ""b4469"", ""ECK3007""]"	3158927.0	3161146.0	-	"[""G7568_RNA""]"	False
G7570	ygiS	"[""ygiS"", ""b3020"", ""ECK3011""]"	3166111.0	3167718.0	-	"[""G7570_RNA""]"	False
G7571	mqsA	"[""mqsA"", ""ygiT"", ""b3021"", ""ECK3012""]"	3167851.0	3168246.0	-	"[""G7571_RNA""]"	False
G7572	mqsR	"[""mqsR"", ""ygiU"", ""b3022"", ""ECK3013""]"	3168248.0	3168544.0	-	"[""G7572_RNA""]"	False
G7573	ygiV	"[""ygiV"", ""b3023"", ""ECK3014""]"	3168749.0	3169231.0	-	"[""G7573_RNA""]"	False
G7574	ygiW	"[""ygiW"", ""visP"", ""b3024"", ""ECK3015""]"	3169284.0	3169676.0	-	"[""G7574_RNA""]"	False
G7575	qseB	"[""qseB"", ""ygiX"", ""b3025"", ""ECK3016""]"	3169828.0	3170487.0	+	"[""G7575_RNA""]"	False
G7577	ygiZ	"[""ygiZ"", ""b3027"", ""ECK3018""]"	3171879.0	3172211.0	-	"[""G7577_RNA""]"	False
G7578	yqiA	"[""yqiA"", ""yzzI"", ""b3031"", ""ECK3022""]"	3175425.0	3176006.0	-	"[""G7578_RNA""]"	False
G7579	cpdA	"[""cpdA"", ""icc"", ""b3032"", ""ECK3023""]"	3176006.0	3176833.0	-	"[""G7579_RNA""]"	False
G7580	yqiB	"[""yqiB"", ""yzzH"", ""b3033"", ""ECK3024""]"	3176858.0	3177280.0	-	"[""G7580_RNA""]"	False
G7582	ubiK	"[""ubiK"", ""yqiC"", ""b3042"", ""ECK3033""]"	3184840.0	3185130.0	+	"[""G7582_RNA""]"	False
G7583	insC5	"[""insC5"", ""yi21-5"", ""b3044"", ""ECK0357""]"	3186187.0	3186552.0	+	"[""G7583_RNA""]"	False
G7584	insD5	"[""insD5"", ""yi22-5"", ""b3045"", ""ECK0358""]"	3186510.0	3187415.0	+	"[""G7584_RNA""]"	False
G7585	yqiG	"[""yqiG"", ""b3046"", ""ECK3035""]"			+	"[""G7585_RNA""]"	False
G7586	yqiH	"[""yqiH"", ""b3047"", ""ECK3036""]"	3189881.0	3190630.0	+	"[""G7586_RNA""]"	False
G7587	yqiI	"[""yqiI"", ""b3048"", ""ECK3037""]"	3190632.0	3191696.0	+	"[""G7587_RNA""]"	False
G7588	yqiJ	"[""yqiJ"", ""b3050"", ""ECK3039""]"	3192208.0	3192837.0	+	"[""G7588_RNA""]"	False
G7589	yqiK	"[""yqiK"", ""b3051"", ""ECK3040""]"	3192864.0	3194525.0	+	"[""G7589_RNA""]"	False
G7590	hldE	"[""hldE"", ""yqiF"", ""rfaE"", ""gmhC"", ""waaE"", ""b3052"", ""ECK3042""]"	3195320.0	3196753.0	-	"[""G7590_RNA""]"	False
G7593	nfeF	"[""nfeF"", ""yqjH"", ""b3070"", ""ECK3060""]"	3215727.0	3216491.0	-	"[""G7593_RNA""]"	False
G7594	nfeR	"[""nfeR"", ""yqjI"", ""b3071"", ""ECK3061""]"	3216779.0	3217402.0	+	"[""G7594_RNA""]"	False
G7595	aer	"[""aer"", ""yqjJ"", ""air"", ""b3072"", ""ECK3062""]"	3217556.0	3219076.0	-	"[""G7595_RNA""]"	False
G7596	patA	"[""patA"", ""oat"", ""pat"", ""ygjG"", ""b3073"", ""ECK3063""]"	3219494.0	3220873.0	+	"[""G7596_RNA""]"	False
G7597	ygjH	"[""ygjH"", ""b3074"", ""ECK3064""]"	3220915.0	3221247.0	-	"[""G7597_RNA""]"	False
G7598	ygjJ	"[""ygjJ"", ""b3079"", ""ECK3069""]"	3227801.0	3228871.0	+	"[""G7598_RNA""]"	False
G7599	ygjK	"[""ygjK"", ""b3080"", ""ECK3070""]"	3228888.0	3231239.0	+	"[""G7599_RNA""]"	False
G7601	higA	"[""higA"", ""ygjM"", ""b3082"", ""ECK3072""]"	3233728.0	3234144.0	-	"[""G7601_RNA""]"	False
G7602	higB	"[""higB"", ""ygjN"", ""b3083"", ""ECK3073""]"	3234141.0	3234455.0	-	"[""G7602_RNA""]"	False
G7603	rlmG	"[""rlmG"", ""ygjO"", ""b3084"", ""ECK3074""]"	3234739.0	3235875.0	-	"[""G7603_RNA""]"	False
G7604	ygjP	"[""ygjP"", ""b3085"", ""ECK3075""]"	3235960.0	3236463.0	+	"[""G7604_RNA""]"	False
G7605	ygjQ	"[""ygjQ"", ""b3086"", ""ECK3076""]"	3236540.0	3237232.0	+	"[""G7605_RNA""]"	False
G7606	ygjR	"[""ygjR"", ""b3087"", ""ECK3077""]"	3237311.0	3238297.0	+	"[""G7606_RNA""]"	False
G7607	alx	"[""alx"", ""ygjT"", ""b3088"", ""ECK3079""]"	3238580.0	3239545.0	+	"[""G7607_RNA""]"	False
G7608	ygjV	"[""ygjV"", ""b3090"", ""ECK3081""]"	3241193.0	3241744.0	-	"[""G7608_RNA""]"	False
G7609	yqjA	"[""yqjA"", ""ecfL"", ""b3095"", ""ECK3086""]"	3247773.0	3248435.0	+	"[""G7609_RNA""]"	False
G7610	mzrA	"[""mzrA"", ""ecfM"", ""yqjB"", ""b3096"", ""ECK3087""]"	3248439.0	3248822.0	+	"[""G7610_RNA""]"	False
G7611	yqjC	"[""yqjC"", ""b3097"", ""ECK3088""]"	3248969.0	3249337.0	+	"[""G7611_RNA""]"	False
G7612	yqjD	"[""yqjD"", ""b3098"", ""ECK3089""]"	3249375.0	3249680.0	+	"[""G7612_RNA""]"	False
G7613	yqjE	"[""yqjE"", ""b3099"", ""ECK3090""]"	3249683.0	3250087.0	+	"[""G7613_RNA""]"	False
G7614	yqjK	"[""yqjK"", ""b3100"", ""ECK3091""]"	3250077.0	3250376.0	+	"[""G7614_RNA""]"	False
G7615	yqjF	"[""yqjF"", ""b3101"", ""ECK3092""]"	3250562.0	3250954.0	+	"[""G7615_RNA""]"	False
G7616	yqjG	"[""yqjG"", ""b3102"", ""ECK3093""]"	3251024.0	3252010.0	+	"[""G7616_RNA""]"	False
G7617	yhaH	"[""yhaH"", ""b3103"", ""ECK3094""]"	3252304.0	3252669.0	+	"[""G7617_RNA""]"	False
G7618	yhaI	"[""yhaI"", ""b3104"", ""ECK3095""]"	3252911.0	3253267.0	+	"[""G7618_RNA""]"	False
G7619	yhaJ	"[""yhaJ"", ""b3105"", ""ECK3096""]"	3253318.0	3254214.0	-	"[""G7619_RNA""]"	False
G7620	yhaK	"[""yhaK"", ""b3106"", ""ECK3097""]"	3254319.0	3255020.0	+	"[""G7620_RNA""]"	False
G7621	yhaL	"[""yhaL"", ""b3107"", ""ECK3098""]"	3255043.0	3255207.0	+	"[""G7621_RNA""]"	False
G7622	cyuA	"[""cyuA"", ""b3109"", ""yhaN"", ""b3108"", ""yhaM"", ""b4470"", ""ECK3099""]"	3255341.0	3256651.0	-	"[""G7622_RNA""]"	False
G7624	tdcG	"[""tdcG"", ""b3111"", ""yhaQ"", ""b3112"", ""tdcGa"", ""yhaP"", ""sdhY"", ""b4471"", ""ECK3101""]"	3258285.0	3259649.0	-	"[""G7624_RNA""]"	False
G7626	tdcF	"[""tdcF"", ""yhaR"", ""b3113"", ""ECK3102""]"	3259721.0	3260110.0	-	"[""G7626_RNA""]"	False
G7627	tdcE	"[""tdcE"", ""yhaS"", ""b3114"", ""ECK3103""]"	3260124.0	3262418.0	-	"[""G7627_RNA""]"	False
G7629	yhaV	"[""yhaV"", ""b3130"", ""ECK3118""]"	3277337.0	3277801.0	+	"[""G7629_RNA""]"	False
G7630	agaR	"[""agaR"", ""yhaW"", ""b3131"", ""ECK3119""]"	3277856.0	3278665.0	-	"[""G7630_RNA""]"	False
G7631	kbaZ	"[""kbaZ"", ""yhaX"", ""agaZ"", ""b3132"", ""ECK3120""]"	3278914.0	3280194.0	+	"[""G7631_RNA""]"	False
G7632	agaV	"[""agaV"", ""yhaY"", ""b3133"", ""ECK3121""]"	3280217.0	3280690.0	+	"[""G7632_RNA""]"	False
G7633	agaW	"[""agaW"", ""yhaZ"", ""b3134"", ""ECK3122""]"	3280701.0	3281102.0	+	"[""G7633_RNA""]"	False
G7634	agaS	"[""agaS"", ""yraB"", ""b3136"", ""ECK3124""]"	3281976.0	3283130.0	+	"[""G7634_RNA""]"	False
G7635	agaD	"[""agaD"", ""yraF"", ""b3140"", ""ECK3128""]"	3285478.0	3286269.0	+	"[""G7635_RNA""]"	False
G7636	agaI	"[""agaI"", ""yraG"", ""b3141"", ""ECK3129""]"	3286270.0	3287025.0	+	"[""G7636_RNA""]"	False
G7637	yraH	"[""yraH"", ""b3142"", ""ECK3130""]"	3287426.0	3288010.0	+	"[""G7637_RNA""]"	False
G7638	yraI	"[""yraI"", ""b3143"", ""ECK3131""]"	3288090.0	3288785.0	+	"[""G7638_RNA""]"	False
G7639	yraJ	"[""yraJ"", ""b3144"", ""ECK3132""]"	3288814.0	3291330.0	+	"[""G7639_RNA""]"	False
G7640	yraK	"[""yraK"", ""b3145"", ""ECK3133""]"	3291341.0	3292432.0	+	"[""G7640_RNA""]"	False
G7641	rsmI	"[""rsmI"", ""yraL"", ""b3146"", ""ECK3134""]"	3292475.0	3293335.0	-	"[""G7641_RNA""]"	False
G7642	lpoA	"[""lpoA"", ""yraM"", ""b3147"", ""ECK3135""]"	3293400.0	3295436.0	+	"[""G7642_RNA""]"	False
G7643	yraN	"[""yraN"", ""b3148"", ""ECK3136""]"	3295394.0	3295789.0	+	"[""G7643_RNA""]"	False
G7644	dolP	"[""dolP"", ""ecfH"", ""yraP"", ""b3150"", ""ECK3138""]"	3296409.0	3296984.0	+	"[""G7644_RNA""]"	False
G7645	yraQ	"[""yraQ"", ""b3151"", ""ECK3139""]"	3297098.0	3298138.0	-	"[""G7645_RNA""]"	False
G7646	yraR	"[""yraR"", ""b3152"", ""ECK3140""]"	3298211.0	3298846.0	-	"[""G7646_RNA""]"	False
G7647	yhbO	"[""yhbO"", ""b3153"", ""ECK3141""]"	3298974.0	3299492.0	+	"[""G7647_RNA""]"	False
G7648	yhbP	"[""yhbP"", ""b3154"", ""ECK3142""]"	3299472.0	3299915.0	-	"[""G7648_RNA""]"	False
G7649	yhbQ	"[""yhbQ"", ""b3155"", ""ECK3143""]"	3299966.0	3300268.0	+	"[""G7649_RNA""]"	False
G7650	yhbS	"[""yhbS"", ""b3156"", ""ECK3144""]"	3300255.0	3300758.0	-	"[""G7650_RNA""]"	False
G7651	ubiT	"[""ubiT"", ""yhbT"", ""b3157"", ""ECK3145""]"	3300752.0	3301276.0	-	"[""G7651_RNA""]"	False
G7652	ubiU	"[""ubiU"", ""yhbU"", ""b3158"", ""ECK3146""]"	3301485.0	3302480.0	+	"[""G7652_RNA""]"	False
G7653	ubiV	"[""ubiV"", ""yhbV"", ""b3159"", ""ECK3147""]"	3302489.0	3303367.0	+	"[""G7653_RNA""]"	False
G7654	yhbW	"[""yhbW"", ""b3160"", ""ECK3148""]"	3303448.0	3304455.0	+	"[""G7654_RNA""]"	False
G7655	yhbX	"[""yhbX"", ""b3173"", ""ECK3162""]"	3319988.0	3321613.0	-	"[""G7655_RNA""]"	False
G7656	obgE	"[""obgE"", ""yhbZ"", ""cgtA"", ""obg"", ""b3183"", ""ECK3172""]"	3330582.0	3331754.0	-	"[""G7656_RNA""]"	False
G7657	ibaG	"[""ibaG"", ""yrbA"", ""b3190"", ""ECK3179""]"	3336549.0	3336803.0	-	"[""G7657_RNA""]"	False
G7658	mlaB	"[""mlaB"", ""yrbB"", ""b3191"", ""ECK3180""]"	3336963.0	3337256.0	-	"[""G7658_RNA""]"	False
G7659	mlaC	"[""mlaC"", ""yrbC"", ""b3192"", ""ECK3181""]"	3337256.0	3337891.0	-	"[""G7659_RNA""]"	False
G7662	kdsD	"[""kdsD"", ""yrbH"", ""b3197"", ""ECK3186""]"	3341266.0	3342252.0	+	"[""G7662_RNA""]"	False
G7663	kdsC	"[""kdsC"", ""yrbJ"", ""yrbI"", ""b3198"", ""ECK3187""]"	3342273.0	3342839.0	+	"[""G7663_RNA""]"	False
G7664	lptC	"[""lptC"", ""yrbK"", ""b3199"", ""ECK3188""]"	3342836.0	3343411.0	+	"[""G7664_RNA""]"	False
G7665	lptA	"[""lptA"", ""yhbN"", ""b3200"", ""ECK3189""]"	3343380.0	3343937.0	+	"[""G7665_RNA""]"	False
G7667	yrbL	"[""yrbL"", ""b3207"", ""ECK3196""]"	3348452.0	3349084.0	+	"[""G7667_RNA""]"	False
G7668	mtgA	"[""mtgA"", ""mgt"", ""yrbM"", ""b3208"", ""ECK3197""]"	3349081.0	3349809.0	-	"[""G7668_RNA""]"	False
G7669	yhcC	"[""yhcC"", ""b3211"", ""ECK3201""]"	3353121.0	3354050.0	-	"[""G7669_RNA""]"	False
G7670	yhcD	"[""yhcD"", ""b3216"", ""ECK3206""]"	3362807.0	3365188.0	+	"[""G7670_RNA""]"	False
G7671	yhcE	"[""yhcE"", ""b3217"", ""b4549"", ""b4569"", ""ECK3207""]"			+	"[""G7671_RNA""]"	False
