gene_id,gene_symbol,synonyms,left_end_pos,right_end_pos,direction,rna_ids,rna_type,monomer_ids,is_single_gene_operon,operon_size,tu_id,other_genes_in_operon,operon_partner_count
EG12087,nuoG,"[""nuoG"", ""b2283"", ""ECK2277""]",2397439.0,2400165.0,-,"[""EG12087_RNA""]",mRNA,"[""NUOG-MONOMER""]",False,13.0,TU0-198746[c],"EG11773,EG11774,EG12082,EG12083,EG12084,EG12086,EG12088,EG12089,EG12090,EG12091,EG12092,EG12093",12
EG12088,nuoH,"[""nuoH"", ""b2282"", ""ECK2276""]",2396465.0,2397442.0,-,"[""EG12088_RNA""]",mRNA,"[""NUOH-MONOMER""]",False,13.0,TU0-198746[c],"EG11773,EG11774,EG12082,EG12083,EG12084,EG12086,EG12087,EG12089,EG12090,EG12091,EG12092,EG12093",12
EG12144,pgm,"[""pgm"", ""blu"", ""b0688"", ""ECK0676""]",713558.0,715198.0,+,"[""EG12144_RNA""]",mRNA,"[""PHOSPHOGLUCMUT-MONOMER""]",False,2.0,TU0-4444[c],EG12197,1
EG12245,treF,"[""treF"", ""b3519"", ""ECK3504""]",3669592.0,3671241.0,+,"[""EG12245_RNA""]",mRNA,"[""TREHALACYTO-MONOMER""]",True,1.0,TU0-8360[c],,0
EG12286,sgbU,"[""sgbU"", ""yiaR"", ""b3582"", ""ECK3571""]",3749232.0,3750092.0,+,"[""EG12286_RNA""]",mRNA,"[""EG12286-MONOMER""]",False,9.0,TU0-14454[c],"EG12279,EG12280,EG12281,EG12282,EG12283,EG12284,EG12285,EG12287",8
EG12293,yiaY,"[""yiaY"", ""b3589"", ""ECK3578""]",3756676.0,3757827.0,-,"[""EG12293_RNA""]",mRNA,"[""EG12293-MONOMER""]",True,1.0,TU0-13987[c],,0
EG12302,tmk,"[""tmk"", ""ycfG"", ""b1098"", ""ECK1084""]",1155124.0,1155765.0,+,"[""EG12302_RNA""]",mRNA,"[""DTMPKI-MONOMER""]",False,5.0,TU0-13135[c],"EG11493,EG11494,EG11500,EG12303",4
EG12312,coaE,"[""coaE"", ""yacE"", ""b0103"", ""ECK0103""]",112599.0,113219.0,-,"[""EG12312_RNA""]",mRNA,"[""EG12312-MONOMER""]",False,3.0,TU0-12810[c],"EG12313,EG12314",2
EG12319,can,"[""can"", ""yadF"", ""b0126"", ""ECK0125""]",142008.0,142670.0,-,"[""EG12319_RNA""]",mRNA,"[""EG12319-MONOMER""]",True,1.0,TU0-45255[c],,0
EG12384,allK,"[""allK"", ""arcC"", ""ybcF"", ""UTCase (transcarbamylase with unknown function)"", ""AllK"", ""b0521"", ""ECK0514""]",550439.0,551332.0,+,"[""EG12384_RNA""]",mRNA,"[""EG12384-MONOMER""]",False,4.0,TU0-12962[c],"G6287,G6288,G6289",3
EG12419,gatY,"[""gatY"", ""yegF"", ""b2096"", ""ECK2089""]",2176350.0,2177204.0,-,"[""EG12419_RNA""]",mRNA,"[""TAGAALDOL2-MONOMER""]",False,5.0,TU00169[c],"EG12414,EG12415,EG12417,G7128",4
EG12424,prmC,"[""prmC"", ""hemK"", ""b1212"", ""ECK1200""]",1266094.0,1266927.0,+,"[""EG12424_RNA""]",mRNA,"[""EG12424-MONOMER""]",False,3.0,TU0-4201[c],"EG10427,EG10761",2
EG12437,menE,"[""menE"", ""b2260"", ""ECK2254""]",2373648.0,2375003.0,-,"[""EG12437_RNA""]",mRNA,"[""O-SUCCINYLBENZOATE-COA-LIG-MONOMER""]",False,5.0,TU0-14538[c],"EG10579,EG11368,EG11532,EG12438",4
EG12504,cycA,"[""cycA"", ""ytfD"", ""dagA"", ""b4208"", ""ECK4204""]",4429864.0,4431276.0,+,"[""EG12504_RNA""]",mRNA,"[""CYCA-MONOMER""]",True,1.0,TU0-14159[c],,0
EG12563,gntP,"[""gntP"", ""yjiB"", ""b4321"", ""ECK4312""]",4549953.0,4551296.0,-,"[""EG12563_RNA""]",mRNA,"[""GNTP-MONOMER""]",True,1.0,TU0-4961[c],,0
EG12625,dppB,"[""dppB"", ""b3543"", ""ECK3530""]",3704771.0,3705790.0,-,"[""EG12625_RNA""]",mRNA,"[""DPPB-MONOMER""]",False,4.0,TU0-198714[c],"EG12626,EG12627,EG12628",3
EG12627,dppD,"[""dppD"", ""b3541"", ""ECK3528""]",3702865.0,3703848.0,-,"[""EG12627_RNA""]",mRNA,"[""DPPD-MONOMER""]",False,4.0,TU0-198714[c],"EG12625,EG12626,EG12628",3
EG12633,nudF,"[""nudF"", ""trgB"", ""aspP"", ""yqiE"", ""b3034"", ""ECK3025""]",3177281.0,3177910.0,-,"[""EG12633_RNA""]",mRNA,"[""EG12633-MONOMER""]",False,5.0,TU0-13837[c],"EG10687,G7578,G7579,G7580",4
EG12662,gltK,"[""gltK"", ""b0653"", ""ECK0646""]",685255.0,685929.0,-,"[""EG12662_RNA""]",mRNA,"[""GLTK-MONOMER""]",True,1.0,EG12662_RNA[c],,0
EG12663,gltL,"[""gltL"", ""b0652"", ""ECK0645""]",684530.0,685255.0,-,"[""EG12663_RNA""]",mRNA,"[""GLTL-MONOMER""]",True,1.0,EG12663_RNA[c],,0
EG12666,lpxH,"[""lpxH"", ""ybbF"", ""b0524"", ""ECK0517""]",553218.0,553940.0,-,"[""EG12666_RNA""]",mRNA,"[""EG12666-MONOMER""]",False,2.0,TU0-12963[c],EG10758,1
EG12712,luxS,"[""luxS"", ""ygaG"", ""b2687"", ""ECK2681""]",2814218.0,2814733.0,-,"[""EG12712_RNA""]",mRNA,"[""EG12712-MONOMER""]",True,1.0,TU0-36414[c],,0
EG12713,yddG,"[""yddG"", ""b1473"", ""ECK1467""]",1546288.0,1547169.0,-,"[""EG12713_RNA""]",mRNA,"[""EG12713-MONOMER""]",True,1.0,TU0-13284[c],,0
EG12715,dxr,"[""dxr"", ""yaeM"", ""ispC"", ""b0173"", ""ECK0172""]",193521.0,194717.0,+,"[""EG12715_RNA""]",mRNA,"[""DXPREDISOM-MONOMER""]",False,3.0,TU0-12831[c],"EG10139,G6092",2
EG12957,glk,"[""glk"", ""b2388"", ""ECK2384""]",2508461.0,2509426.0,-,"[""EG12957_RNA""]",mRNA,"[""GLUCOKIN-MONOMER""]",True,1.0,TU0-14640[c],,0
EG20049,dgoA,"[""dgoA"", ""b3692"", ""yidU"", ""b4477"", ""ECK3685""]",3872995.0,3873612.0,-,"[""EG20049_RNA""]",mRNA,"[""DEHYDDEOXPHOSGALACT-ALDOL-MONOMER""]",False,5.0,TU0-14018[c],"EG20051,EG20053,G7789,GB4478",4
EG20248,uxuB,"[""uxuB"", ""b4323"", ""ECK4314""]",4552901.0,4554361.0,+,"[""EG20248_RNA""]",mRNA,"[""MANNONOXIDOREDUCT-MONOMER""]",False,2.0,TU101[c],EG11066,1
EG50001,rplU,"[""rplU"", ""b3186"", ""ECK3175""]",3333140.0,3333451.0,-,"[""EG50001_RNA""]",mRNA,"[""EG50001-MONOMER""]",False,4.0,TU0-42628[c],"EG11499,EG50002,G7656",3
EG50002,rpmA,"[""rpmA"", ""rpz"", ""b3185"", ""ECK3174""]",3332862.0,3333119.0,-,"[""EG50002_RNA""]",mRNA,"[""EG50002-MONOMER""]",False,4.0,TU0-42628[c],"EG11499,EG50001,G7656",3
EG50006,eutB,"[""eutB"", ""b2441"", ""ECK2436""]",2557318.0,2558679.0,-,"[""EG50006_RNA""]",mRNA,"[""EUTB-MONOMER""]",False,5.0,TU0-13627[c],"EG12190,EG50007,G7270,G7271",4
EG50011,folP,"[""folP"", ""dhpS"", ""b3177"", ""ECK3166""]",3324063.0,3324911.0,-,"[""EG50011_RNA""]",mRNA,"[""H2PTEROATESYNTH-MONOMER""]",False,2.0,TU0-13883[c],EG11553,1
G0-10441,cydX,"[""cydX"", ""ybgT"", ""b4515"", ""ECK0723""]",774196.0,774309.0,+,"[""G0-10441_RNA""]",mRNA,"[""MONOMER0-2663""]",False,2.0,TU0-14366[c],EG12395,1
G58,maa,"[""maa"", ""ylaD"", ""b0459"", ""ECK0453""]",479367.0,479918.0,-,"[""G58_RNA""]",mRNA,"[""MALTACETYLTRAN-MONOMER""]",True,1.0,TU0-12942[c],,0
G6092,ispU,"[""ispU"", ""uppS"", ""rth"", ""yaeS"", ""b0174"", ""ECK0173""]",194903.0,195664.0,+,"[""G6092_RNA""]",mRNA,"[""UPPSYN-MONOMER""]",False,3.0,TU0-12831[c],"EG10139,EG12715",2
G6096,tilS,"[""tilS"", ""yaeN"", ""mesJ"", ""b0188"", ""ECK0187""]",212331.0,213629.0,+,"[""G6096_RNA""]",mRNA,"[""G6096-MONOMER""]",True,1.0,TU0-12833[c],,0
G6105,fadE,"[""fadE"", ""yafH"", ""b0221"", ""ECK0222""]",240859.0,243303.0,-,"[""G6105_RNA""]",mRNA,"[""ACYLCOADEHYDROG-MONOMER""]",True,1.0,TU0-8793[c],,0
G6199,prpD,"[""prpD"", ""yahT"", ""acnC"", ""b0334"", ""ECK0331""]",351215.0,352666.0,+,"[""G6199_RNA""]",mRNA,"[""G6199-MONOMER""]",False,4.0,TU0-3602[c],"G6196,G6198,G6200",3
G6234,thiL,"[""thiL"", ""thiJ"", ""b0417"", ""ECK0411""]",435634.0,436611.0,+,"[""G6234_RNA""]",mRNA,"[""THI-P-KIN-MONOMER""]",False,6.0,TU0-12921[c],"EG10666,EG10704,EG11320,EG11321,EG11322",5
G6237,dxs,"[""dxs"", ""yajP"", ""b0420"", ""ECK0414""]",438315.0,440177.0,-,"[""G6237_RNA""]",mRNA,"[""DXS-MONOMER""]",False,4.0,TU00373[c],"EG10508,EG11098,G6236",3
G6239,panE,"[""panE"", ""apbA"", ""b0425"", ""ECK0419""]",443604.0,444515.0,-,"[""G6239_RNA""]",mRNA,"[""2-DEHYDROPANTOATE-REDUCT-MONOMER""]",False,2.0,TU0-12924[c],G198,1
G6261,glsA,"[""glsA"", ""ybaS"", ""b0485"", ""ECK0479""]",511641.0,512573.0,+,"[""G6261_RNA""]",mRNA,"[""G6261-MONOMER""]",False,2.0,TU0-3123[c],G6262,1
G6269,ybbO,"[""ybbO"", ""b0493"", ""ECK0487""]",518340.0,519149.0,-,"[""G6269_RNA""]",mRNA,"[""G6269-MONOMER""]",False,2.0,TU0-6623[c],EG11542,1
G6283,glxK,"[""glxK"", ""glxB5"", ""ybbZ"", ""b0514"", ""ECK0507""]",541888.0,543033.0,+,"[""G6283_RNA""]",mRNA,"[""GLY3KIN-MONOMER""]",True,1.0,TU0-14506[c],,0
G6364,miaB,"[""miaB"", ""yleA"", ""b0661"", ""ECK0653""]",693531.0,694955.0,-,"[""G6364_RNA""]",mRNA,"[""G6364-MONOMER""]",True,1.0,TU0-13018[c],,0
G6397,pgl,"[""pgl"", ""ybhE"", ""b0767"", ""ECK0756""]",798586.0,799581.0,+,"[""G6397_RNA""]",mRNA,"[""6PGLUCONOLACT-MONOMER""]",True,1.0,TU0-8101[c],,0
G6437,yliI,"[""yliI"", ""b0837"", ""ECK0827""]",878742.0,879857.0,+,"[""G6437_RNA""]",mRNA,"[""G6437-MONOMER""]",True,1.0,TU0-13066[c],,0
G6442,ybjI,"[""ybjI"", ""b0844"", ""ECK0834""]",885316.0,886131.0,-,"[""G6442_RNA""]",mRNA,"[""G6442-MONOMER""]",False,2.0,TU0-13069[c],G6443,1
G6468,ycaO,"[""ycaO"", ""b0905"", ""ECK0896""]",954872.0,956632.0,-,"[""G6468_RNA""]",mRNA,"[""G6468-MONOMER""]",True,1.0,TU0-13084[c],,0
G6497,mgsA,"[""mgsA"", ""mgs"", ""yccG"", ""b0963"", ""ECK0954""]",1026557.0,1027015.0,-,"[""G6497_RNA""]",mRNA,"[""METHGLYSYN-MONOMER""]",True,1.0,TU0-13100[c],,0
G6503,etp,"[""etp"", ""yccY"", ""b0982"", ""ECK0973""]",1044230.0,1044676.0,-,"[""G6503_RNA""]",mRNA,"[""G6503-MONOMER""]",False,3.0,TU0-13106[c],"EG11826,G6504",2
G6517,rutG,"[""rutG"", ""ycdG"", ""b1006"", ""ECK0997""]",1068511.0,1069839.0,-,"[""G6517_RNA""]",mRNA,"[""B1006-MONOMER""]",False,7.0,TU0-3645[c],"G6518,G6519,G6520,G6521,G6522,G6523",6
G6561,murJ,"[""murJ"", ""mviN"", ""yceN"", ""b1069"", ""ECK1054""]",1127839.0,1129374.0,+,"[""G6561_RNA""]",mRNA,"[""G6561-MONOMER""]",True,1.0,TU0-13132[c],,0
G6626,dhaL,"[""dhaL"", ""ysgS"", ""ycgS"", ""dhaK2"", ""b1199"", ""ECK1187""]",1249125.0,1249757.0,-,"[""G6626_RNA""]",mRNA,"[""MONOMER0-1261""]",False,3.0,TU0-7981[c],"EG12399,G6627",2
G6627,dhaK,"[""dhaK"", ""ycgT"", ""dhaK1"", ""b1200"", ""ECK1188""]",1249768.0,1250838.0,-,"[""G6627_RNA""]",mRNA,"[""G6627-MONOMER""]",False,3.0,TU0-7981[c],"EG12399,G6626",2
G6643,puuP,"[""puuP"", ""ycjJ"", ""b1296"", ""ECK1291""]",1357802.0,1359187.0,-,"[""G6643_RNA""]",mRNA,"[""B1296-MONOMER""]",False,3.0,TU0-13209[c],"G0-16737,G6644",2
G6662,mpaA,"[""mpaA"", ""ycjI"", ""b1326"", ""ECK1322""]",1389870.0,1390598.0,-,"[""G6662_RNA""]",mRNA,"[""G6662-MONOMER""]",False,2.0,TU0-13215[c],G0-10446,1
G6701,ydbK,"[""ydbK"", ""pfo"", ""b1378"", ""ECK1374""]",1437260.0,1440784.0,-,"[""G6701_RNA""]",mRNA,"[""G6701-MONOMER""]",False,2.0,TU0-41760[c],G6700,1
G6709,paaA,"[""paaA"", ""ydbO"", ""b1388"", ""ECK1385""]",1453927.0,1454856.0,+,"[""G6709_RNA""]",mRNA,"[""G6709-MONOMER""]",False,11.0,TU5[c],"G6710,G6711,G6712,G6713,G6714,G6715,G6716,G6717,G6718,G6719",10
G6710,paaB,"[""paaB"", ""ynbF"", ""b1389"", ""ECK1386""]",1454868.0,1455155.0,+,"[""G6710_RNA""]",mRNA,"[""G6710-MONOMER""]",False,11.0,TU5[c],"G6709,G6711,G6712,G6713,G6714,G6715,G6716,G6717,G6718,G6719",10
G6711,paaC,"[""paaC"", ""ydbP"", ""b1390"", ""ECK1387""]",1455164.0,1455910.0,+,"[""G6711_RNA""]",mRNA,"[""G6711-MONOMER""]",False,11.0,TU5[c],"G6709,G6710,G6712,G6713,G6714,G6715,G6716,G6717,G6718,G6719",10
G6731,azoR,"[""azoR"", ""acpD"", ""b1412"", ""ECK1405""]",1482255.0,1482860.0,-,"[""G6731_RNA""]",mRNA,"[""G6731-MONOMER""]",True,1.0,TU0-42461[c],,0
G6770,nhoA,"[""nhoA"", ""yddI"", ""b1463"", ""ECK1457""]",1534024.0,1534869.0,+,"[""G6770_RNA""]",mRNA,"[""G6770-MONOMER""]",True,1.0,TU0-8818[c],,0
G6775,adhP,"[""adhP"", ""yddN"", ""b1478"", ""ECK1472""]",1552828.0,1553838.0,-,"[""G6775_RNA""]",mRNA,"[""ADHP-MONOMER""]",True,1.0,TU0-13286[c],,0
G6800,lsrA,"[""lsrA"", ""ego"", ""ydeX"", ""b1513"", ""ECK1506""]",1601490.0,1603025.0,+,"[""G6800_RNA""]",mRNA,"[""YDEX-MONOMER""]",False,7.0,TU0-7861[c],"G6801,G6802,G6803,G6804,G6805,G6806",6
G6842,speG,"[""speG"", ""b1584"", ""ECK1579""]",1656184.0,1656744.0,+,"[""G6842_RNA""]",mRNA,"[""SPERMACTRAN-MONOMER""]",False,2.0,TU0-13335[c],G6841,1
G6877,dtpA,"[""dtpA"", ""ydgR"", ""tppB"", ""b1634"", ""ECK1630""]",1712769.0,1714271.0,+,"[""G6877_RNA""]",mRNA,"[""B1634-MONOMER""]",True,1.0,TU0-8473[c],,0
G6879,pdxY,"[""pdxY"", ""ydgS"", ""b1636"", ""ECK1632""]",1715026.0,1715889.0,-,"[""G6879_RNA""]",mRNA,"[""PDXY-MONOMER""]",True,1.0,TU0-14496[c],,0
G6941,astB,"[""astB"", ""ydjT"", ""b1745"", ""ECK1743""]",1826916.0,1828259.0,-,"[""G6941_RNA""]",mRNA,"[""SUCCARGDIHYDRO-MONOMER""]",False,5.0,TU0-1002[c],"G6940,G6942,G6943,G6944",4
G6943,astA,"[""astA"", ""ydjV"", ""b1747"", ""ECK1745""]",1829731.0,1830765.0,-,"[""G6943_RNA""]",mRNA,"[""ARGSUCCTRAN-MONOMER""]",False,5.0,TU0-1002[c],"G6940,G6941,G6942,G6944",4
G7138,rcnA,"[""rcnA"", ""yohM"", ""b2106"", ""ECK2099""]",2185917.0,2186741.0,+,"[""G7138_RNA""]",mRNA,"[""G7138-MONOMER""]",False,2.0,TU0-13514[c],G7139,1
G7158,yfaU,"[""yfaU"", ""b2245"", ""ECK2238""]",2358042.0,2358845.0,-,"[""G7158_RNA""]",mRNA,"[""G7158-MONOMER""]",False,2.0,TU0-13565[c],G7159,1
G7185,yfbR,"[""yfbR"", ""b2291"", ""ECK2285""]",2408862.0,2409461.0,+,"[""G7185_RNA""]",mRNA,"[""G7185-MONOMER""]",True,1.0,TU0-13580[c],,0
G7293,maeB,"[""maeB"", ""ypfF"", ""b2463"", ""ECK2458""]",2576098.0,2578377.0,-,"[""G7293_RNA""]",mRNA,"[""MALIC-NADP-MONOMER""]",True,1.0,TU0-13637[c],,0
G7325,iscS,"[""iscS"", ""nuvC"", ""yzzO"", ""yfhO"", ""b2530"", ""ECK2527""]",2660317.0,2661531.0,-,"[""G7325_RNA""]",mRNA,"[""G7325-MONOMER""]",False,4.0,TU0-1881[c],"EG12132,G7324,G7326",3
G7399,alaE,"[""alaE"", ""ygaW"", ""b2670"", ""ECK2664""]",2799164.0,2799613.0,+,"[""G7399_RNA""]",mRNA,"[""G7399-MONOMER""]",True,1.0,TU0-8745[c],,0
G7406,ygaH,"[""ygaH"", ""b2683"", ""ECK2677""]",2810344.0,2810679.0,+,"[""G7406_RNA""]",mRNA,"[""G7406-MONOMER""]",False,2.0,TU0-13713[c],G7405,1
G7423,ispD,"[""ispD"", ""ygbP"", ""b2747"", ""ECK2742""]",2871780.0,2872490.0,-,"[""G7423_RNA""]",mRNA,"[""G7423-MONOMER""]",False,2.0,TU0-14313[c],EG11816,1
G7449,truC,"[""truC"", ""yqcB"", ""b2791"", ""ECK2785""]",2923002.0,2923784.0,-,"[""G7449_RNA""]",mRNA,"[""G7449-MONOMER""]",False,3.0,TU0-13736[c],"G7448,G7450",2
G7454,csdA,"[""csdA"", ""ygdJ"", ""b2810"", ""ECK2806""]",2943337.0,2944542.0,+,"[""G7454_RNA""]",mRNA,"[""G7454-MONOMER""]",False,2.0,TU0-13741[c],G7455,1
G7486,xdhB,"[""xdhB"", ""ygeT"", ""b2867"", ""ECK2863""]",3002614.0,3003492.0,+,"[""G7486_RNA""]",mRNA,"[""G7486-MONOMER""]",False,3.0,TU0-14792[c],"G7485,G7487",2
G7501,xanQ,"[""xanQ"", ""ygfO"", ""b2882"", ""ECK2878""]",3024351.0,3025751.0,+,"[""G7501_RNA""]",mRNA,"[""YGFO-MONOMER""]",False,3.0,TU0-13783[c],"G7502,G7503",2
G7507,uacT,"[""uacT"", ""ygfU"", ""b2888"", ""ECK2883""]",3031367.0,3032815.0,+,"[""G7507_RNA""]",mRNA,"[""YGFU-MONOMER""]",True,1.0,TU0-13785[c],,0
G7516,scpB,"[""scpB"", ""ygfG"", ""b2919"", ""ECK2915""]",3063993.0,3064778.0,+,"[""G7516_RNA""]",mRNA,"[""G7516-MONOMER""]",False,4.0,TU0-8343[c],"EG11444,EG11445,G7517",3
G7530,rdgB,"[""rdgB"", ""yggV"", ""b2954"", ""ECK2949""]",3096681.0,3097274.0,+,"[""G7530_RNA""]",mRNA,"[""G7530-MONOMER""]",False,5.0,TU0-13807[c],"G7527,G7528,G7529,G7531",4
G7533,mltC,"[""mltC"", ""yggZ"", ""b2963"", ""ECK2958""]",3104433.0,3105512.0,+,"[""G7533_RNA""]",mRNA,"[""G7533-MONOMER""]",False,4.0,TU0-5561[c],"EG10627,EG10664,G7532",3
G7542,glcA,"[""glcA"", ""yghK"", ""b2975"", ""ECK2969""]",3119597.0,3121279.0,-,"[""G7542_RNA""]",mRNA,"[""B2975-MONOMER""]",False,2.0,TU0-14536[c],EG20080,1
G7544,glcE,"[""glcE"", ""yghL"", ""gox"", ""b2978"", ""b4468"", ""ECK2973""]",3125470.0,3126522.0,-,"[""G7544_RNA""]",mRNA,"[""G7544-MONOMER""]",False,6.0,TU0-1962[c],"EG20080,G0-8601,G7542,G7543,G7545",5
G7565,dkgA,"[""dkgA"", ""yqhE"", ""b3012"", ""ECK3004""]",3156623.0,3157450.0,+,"[""G7565_RNA""]",mRNA,"[""MONOMER0-148""]",False,2.0,TU0-13823[c],G7564,1
G7579,cpdA,"[""cpdA"", ""icc"", ""b3032"", ""ECK3023""]",3176006.0,3176833.0,-,"[""G7579_RNA""]",mRNA,"[""G7579-MONOMER""]",False,5.0,TU0-13837[c],"EG10687,EG12633,G7578,G7580",4
G7647,yhbO,"[""yhbO"", ""b3153"", ""ECK3141""]",3298974.0,3299492.0,+,"[""G7647_RNA""]",mRNA,"[""G7647-MONOMER""]",True,1.0,TU0-8574[c],,0
G7662,kdsD,"[""kdsD"", ""yrbH"", ""b3197"", ""ECK3186""]",3341266.0,3342252.0,+,"[""G7662_RNA""]",mRNA,"[""G7662-MONOMER""]",False,2.0,TU0-14290[c],EG12802,1
G7663,kdsC,"[""kdsC"", ""yrbJ"", ""yrbI"", ""b3198"", ""ECK3187""]",3342273.0,3342839.0,+,"[""G7663_RNA""]",mRNA,"[""G7663-MONOMER""]",False,4.0,TU0-14291[c],"EG11680,G7664,G7665",3
G7664,lptC,"[""lptC"", ""yrbK"", ""b3199"", ""ECK3188""]",3342836.0,3343411.0,+,"[""G7664_RNA""]",mRNA,"[""G7664-MONOMER""]",False,4.0,TU0-14291[c],"EG11680,G7663,G7665",3
G7665,lptA,"[""lptA"", ""yhbN"", ""b3200"", ""ECK3189""]",3343380.0,3343937.0,+,"[""G7665_RNA""]",mRNA,"[""YHBN-MONOMER""]",False,4.0,TU0-14291[c],"EG11680,G7663,G7664",3
G7676,nanK,"[""nanK"", ""yhcI"", ""b3222"", ""ECK3211""]",3369475.0,3370350.0,-,"[""G7676_RNA""]",mRNA,"[""NANK-MONOMER""]",False,5.0,TU0-1601[c],"EG10637,G436,G7675,G7677",4
G7677,nanE,"[""nanE"", ""yhcJ"", ""b3223"", ""ECK3212""]",3370347.0,3371036.0,-,"[""G7677_RNA""]",mRNA,"[""NANE-MONOMER""]",False,5.0,TU0-1601[c],"EG10637,G436,G7675,G7676",4
G7716,fkpA,"[""fkpA"", ""yzzS"", ""b3347"", ""ECK3334""]",3476607.0,3477419.0,-,"[""G7716_RNA""]",mRNA,"[""G7716-MONOMER""]",True,1.0,TU0-1063[c],,0
G7723,frlB,"[""frlB"", ""yhfN"", ""b3371"", ""ECK3359""]",3501268.0,3502290.0,+,"[""G7723_RNA""]",mRNA,"[""G7723-MONOMER""]",False,5.0,TU0-8346[c],"EG12908,G7724,G7726,G7727",4
G7726,frlD,"[""frlD"", ""yhfQ"", ""b3374"", ""ECK3361""]",3503167.0,3503952.0,+,"[""G7726_RNA""]",mRNA,"[""G7726-MONOMER""]",False,5.0,TU0-8346[c],"EG12908,G7723,G7724,G7727",4
G7742,yrfG,"[""yrfG"", ""b3399"", ""ECK3386""]",3528669.0,3529337.0,+,"[""G7742_RNA""]",mRNA,"[""G7742-MONOMER""]",False,2.0,TU0-13929[c],G7743,1
G7826,dcuR,"[""dcuR"", ""yjdG"", ""b4124"", ""ECK4117""]",4349315.0,4350034.0,-,"[""G7826_RNA""]",mRNA,"[""DCUR-MONOMER""]",True,1.0,TU0-14431[c],,0
G7833,yjeH,"[""yjeH"", ""b4141"", ""ECK4135""]",4369156.0,4370412.0,-,"[""G7833_RNA""]",mRNA,"[""B4141-MONOMER""]",True,1.0,TU0-8610[c],,0
G7836,epmB,"[""epmB"", ""yjeK"", ""b4146"", ""ECK4140""]",4374629.0,4375657.0,-,"[""G7836_RNA""]",mRNA,"[""G7836-MONOMER""]",True,1.0,TU0-14143[c],,0
G7842,orn,"[""orn"", ""yjeR"", ""b4162"", ""ECK4158""]",4391604.0,4392149.0,+,"[""G7842_RNA""]",mRNA,"[""G7842-MONOMER""]",True,1.0,TU0-14151[c],,0
G7858,ulaD,"[""ulaD"", ""yjfV"", ""sgaH"", ""b4196"", ""ECK4192""]",4422186.0,4422836.0,+,"[""G7858_RNA""]",mRNA,"[""G7858-MONOMER""]",False,6.0,TU0-5162[c],"EG12494,EG12495,G7856,G7859,G7860",5
G7859,ulaE,"[""ulaE"", ""sgaU"", ""yjfW"", ""b4197"", ""ECK4193""]",4422846.0,4423700.0,+,"[""G7859_RNA""]",mRNA,"[""G7859-MONOMER""]",False,6.0,TU0-5162[c],"EG12494,EG12495,G7856,G7858,G7860",5
G7860,ulaF,"[""ulaF"", ""yjfX"", ""sgaE"", ""b4198"", ""ECK4194""]",4423700.0,4424386.0,+,"[""G7860_RNA""]",mRNA,"[""G7860-MONOMER""]",False,6.0,TU0-5162[c],"EG12494,EG12495,G7856,G7858,G7859",5
G7865,fklB,"[""fklB"", ""ytfC"", ""b4207"", ""ECK4203""]",4428935.0,4429555.0,+,"[""G7865_RNA""]",mRNA,"[""G7865-MONOMER""]",True,1.0,TU0-14158[c],,0
G7868,qorB,"[""qorB"", ""ytfG"", ""b4211"", ""ECK4207""]",4433164.0,4434024.0,-,"[""G7868_RNA""]",mRNA,"[""G7868-MONOMER""]",True,1.0,TU0-14161[c],,0
G7888,lptF,"[""lptF"", ""yjgP"", ""b4261"", ""ECK4254""]",4486218.0,4487318.0,+,"[""G7888_RNA""]",mRNA,"[""G7888-MONOMER""]",False,2.0,TU0-14176[c],G7889,1
G7889,lptG,"[""lptG"", ""yjgQ"", ""b4262"", ""ECK4255""]",4487318.0,4488400.0,+,"[""G7889_RNA""]",mRNA,"[""G7889-MONOMER""]",False,2.0,TU0-14176[c],G7888,1
G7892,idnO,"[""idnO"", ""yjgU"", ""b4266"", ""ECK4259""]",4492587.0,4493351.0,-,"[""G7892_RNA""]",mRNA,"[""GLUCONREDUCT-MONOMER""]",False,4.0,TU0-4682[c],"EG12539,G7891,G7893",3
G7893,idnD,"[""idnD"", ""yjgV"", ""b4267"", ""ECK4260""]",4493375.0,4494406.0,-,"[""G7893_RNA""]",mRNA,"[""IDONDEHYD-MONOMER""]",False,4.0,TU0-4682[c],"EG12539,G7891,G7892",3
G7911,yjhH,"[""yjhH"", ""b4298"", ""ECK4287""]",4524105.0,4525010.0,-,"[""G7911_RNA""]",mRNA,"[""G7911-MONOMER""]",False,3.0,TU0-14192[c],"G7910,G7912",2
G7948,bglJ,"[""bglJ"", ""yjjR"", ""b4366"", ""ECK4356""]",4604160.0,4604837.0,+,"[""G7948_RNA""]",mRNA,"[""G7948-MONOMER""]",False,2.0,TU0-14571[c],G7947,1
M004,rpe,"[""rpe"", ""dod"", ""yhfD"", ""b3386"", ""ECK3373""]",3514382.0,3515059.0,-,"[""M004_RNA""]",mRNA,"[""RIBULP3EPIM-MONOMER""]",False,7.0,TU872[c],"EG10074,EG10081,EG10204,EG11030,EG11183,EG11871",6
